"","Gross.Charges.Itemcode","Gross.Charges.Description","Gross.Charges.CDM.Revenue.Code","Gross.Charges.HMC.DEFAULT","Gross.Charges.HMC.DEFAULT.Discount.Cash.Price","Gross.Charges.HB.UW.MEDICINE.SHARED.PURCHASED.LAB.SERVICES","Gross.Charges.HB.UW.MEDICINE.SHARED.PURCHASED.LAB.SERVICES.Discount.Cash.Price","Gross.Charges.HMC.DEFAULT..MOD.50.","Gross.Charges.HMC.DEFAULT..MOD.50..Discount.Cash.Price","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS.Discount.Cash.Price","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS..W.MOD.","Gross.Charges.HMC.HB.PROFEES...HMC.HB.SPECIAL.PROGRAMS..W.MOD..Discount.Cash.Price","Gross.Charges.CDM.Hcpcs","Gross.Charges.CDM.Modifier","Gross.Charges.Note"
"4063","03100359","HC EXOME SEQ REEVAL","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81417",NA,NA
"4064","03100360","HC GENOME SEQ ANALYSIS","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81425",NA,NA
"4065","03100361","HC GENOME SEQ COMPARE","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81426",NA,NA
"4066","03100362","HC GENOME SEQ REEVAL","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81427",NA,NA
"4067","03100363","HC NEXT GEN DEMENTIA PANEL","310","1,844","1290.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4068","03100364","HC COMPREHENSIVE DEMENTIA, PARKINSONS DISEASE, ALS PA","310","1,844","1290.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4069","03100365","HC ADBCGN: ACINETOBACTER","306","N/A","N/A","43","30.1","N/A","N/A","N/A","N/A","N/A","N/A","87149",NA,NA
"4070","03100366","HC ADBCGN: CITROBACTER","306","N/A","N/A","43","30.1","N/A","N/A","N/A","N/A","N/A","N/A","87149",NA,NA
"4071","03100367","HC ADBCGN: ENTEROBACTER","306","N/A","N/A","43","30.1","N/A","N/A","N/A","N/A","N/A","N/A","87149",NA,NA
"4072","03100368","HC ADBCGN: PROTEUS","306","N/A","N/A","43","30.1","N/A","N/A","N/A","N/A","N/A","N/A","87149",NA,NA
"4073","03100369","HC ADBCGN: E. COLI","306","N/A","N/A","43","30.1","N/A","N/A","N/A","N/A","N/A","N/A","87149",NA,NA
"4074","03100370","HC ADBCGN: K PNEUMONIAE","306","N/A","N/A","43","30.1","N/A","N/A","N/A","N/A","N/A","N/A","87149",NA,NA
"4075","03100371","HC ADBCGN: K. OYTOCA","306","N/A","N/A","43","30.1","N/A","N/A","N/A","N/A","N/A","N/A","87149",NA,NA
"4076","03100372","HC ADBCGN: P AERUGINOSA","306","N/A","N/A","43","30.1","N/A","N/A","N/A","N/A","N/A","N/A","87149",NA,NA
"4077","03100373","HC BRAF GENE ANALYSIS V600E VARIANT","310","986","690.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81210",NA,NA
"4078","03100374","HC EGFR GENE ANALYSIS COMMON VARIANTS","310","2,572","1800.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81235",NA,NA
"4079","03100375","HC KRAS GENE ANALYSIS VARIANTS IN CODONS 12 AND 13","310","849","594.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81275",NA,NA
"4080","03100376","HC M/PHMTRC ALYS TUMOR IMHCHEM EA ANTBDY CMPTR ASST","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","88361",NA,NA
"4081","03100377","HC MICRODISSECTION PREP IDENTIFIED TARGET MANUAL","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","88381",NA,NA
"4082","03100379","HC BRAF: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81406",NA,NA
"4083","03100380","HC BRAF: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4084","03100381","HC IDH1: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4085","03100382","HC IDH1: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4086","03100384","HC KRAS: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4087","03100385","HC PDGFR1: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4088","03100386","HC PDGFR1: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4089","03100387","HC PDGFR2: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4090","03100388","HC PDGFR2: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4091","03100389","HC POLD1: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4092","03100390","HC POLD1: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4093","03100391","HC POLE: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4094","03100392","HC POLE: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4095","03100393","HC BAP1: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4096","03100394","HC BAP1: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4097","03100399","HC TET2: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4098","03100400","HC TET2: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4099","03100401","HC RPS19: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81405",NA,NA
"4100","03100402","HC RPL5: FULL SEQUENCE","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4101","03100403","HC RPS10: FULL SEQUENCE","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4102","03100405","HC ELANE: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4103","03100406","HC HAX1: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4104","03100407","HC SBDS: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4105","03100408","HC ELANE:DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4106","03100409","HC DKC1: FULL SEQUENCE","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4107","03100410","HC TINF2: FULL SEQUENCE","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4108","03100411","HC TERC: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4109","03100412","HC DKC1:DEL/DUP","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4110","03100413","HC FANCA: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4111","03100414","HC FANCC: FULL SEQUENCE","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4112","03100415","HC FANCG: FULL SEQUENCE","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4113","03100416","HC FANCA:DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4114","03100417","HC BLM: FULL SEQUENCE","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4115","03100418","HC NBN: FULL SEQUENCE","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4116","03100419","HC RUNX1: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4117","03100420","HC CEBPA: FULL SEQUENCE","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81403",NA,NA
"4118","03100421","HC GATA2:DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4119","03100422","HC CDAN1: FULL SEQUENCE","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4120","03100423","HC SEC23B: FULL SEQUENCE","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4121","03100424","HC KLF1: FULL SEQUENCE","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4122","03100425","HC CDAN1:DEL/DUP","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4123","03100426","HC NPM1: EXON 12 INSERT MUT","310","N/A","N/A","963","674.1","N/A","N/A","N/A","N/A","N/A","N/A","81310",NA,NA
"4124","03100428","HC RMRP: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4125","03100429","HC RMRP: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4126","03100433","HC RPS19: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4127","03100434","HC AKT3: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4128","03100435","HC AKT3: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4129","03100437","HC DOCK8: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4130","03100438","HC DOCK8: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4131","03100439","HC HOTSGH FLT3 ITD VAR","310","N/A","N/A","313","219.1","N/A","N/A","N/A","N/A","N/A","N/A","81245",NA,NA
"4132","03100440","HC HOTSGH, IDH1: P.R132","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81403",NA,NA
"4133","03100441","HC HOTSGH, IDH2: EXON 4","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81403",NA,NA
"4134","03100442","HC HOTSGH, JAK2 EX14 16","310","N/A","N/A","313","219.1","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4135","03100443","HC HOTSGH, JAK2: EXON 12","310","N/A","N/A","313","219.1","N/A","N/A","N/A","N/A","N/A","N/A","81403",NA,NA
"4136","03100444","HC HOTSGH, KIT: EX 8-18","310","N/A","N/A","625","437.5","N/A","N/A","N/A","N/A","N/A","N/A","81404",NA,NA
"4137","03100445","HC HOTSGH, MPL: EXON 10","310","N/A","N/A","625","437.5","N/A","N/A","N/A","N/A","N/A","N/A","81403",NA,NA
"4138","03100446","HC HOTSGH, MYD88: EXON 3-5","310","N/A","N/A","625","437.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4139","03100447","HC HOTSGH SF3B1: EXON 14-16","310","N/A","N/A","625","437.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4140","03100448","HC HOTSGH, SRSF2: EXON 1","310","N/A","N/A","625","437.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4141","03100449","HC HOTSGH STAT3: EXON 20,21","310","N/A","N/A","625","437.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4142","03100450","HC HOTSGH, ASXL1: CDS","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4143","03100453","HC HOTSGH, NPM1: EXON 12","310","N/A","N/A","625","437.5","N/A","N/A","N/A","N/A","N/A","N/A","81310",NA,NA
"4144","03100454","HC HOTSGH, TET2: CDS","310","N/A","N/A","625","437.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4145","03100455","HC HOTSGH, TP53: CDS","310","N/A","N/A","625","437.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4146","03100456","HC HOTSGH, WT1: CDS","310","N/A","N/A","625","437.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4147","03100459","HC CTNNA1: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4148","03100460","HC CTNNA1: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4149","03100462","HC STAT1: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4150","03100463","HC STAT1: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4151","03100464","HC ALK: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4152","03100465","HC ALK: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4153","03100466","HC SF3B1: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4154","03100467","HC SF3B1: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4155","03100468","HC UGT1A1: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4156","03100469","HC UGT1A1: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4157","03100470","HC NEXT GEN AMYOTROPHIC LATERAL SCLEROSIS PANEL","310","1,844","1290.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4158","03100471","HC NEXT GEN PARKINSON'S PANEL","310","1,844","1290.8","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4159","03100473","HC ABL1 KINASE SEQUENCE","310","1,227","858.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81170",NA,NA
"4160","03100474","HC ME IGG BMZ, 1ST","310","N/A","N/A","302","211.4","N/A","N/A","N/A","N/A","N/A","N/A","88346",NA,NA
"4161","03100475","HC HSS IGG BMZ, EACH ADD","310","N/A","N/A","236","165.2","N/A","N/A","N/A","N/A","N/A","N/A","88350",NA,NA
"4162","03100476","HC HSS IGA BMZ, EACH ADD","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","88350",NA,NA
"4163","03100481","HC CALR: EXON 9 MUTATION","310","822","575.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81219",NA,NA
"4164","03100482","HC CALRFX: EXON 9 MUTATION","310","822","575.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81219",NA,NA
"4165","03100483","HC CEBPA FULL SEQUENCE","310","1,916","1341.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81218",NA,NA
"4166","03100485","HC MRWFM1: CEBPA FS","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81218",NA,NA
"4167","03100486","HC SPERM SURFC RECEP ASSAY","310","491","343.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","88346",NA,NA
"4168","03100487","HC HAREL: HBA1/2, KNOWN","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81403",NA,NA
"4169","03100489","HC KITG: GIST, EX 9/11","310","1,269","888.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81272",NA,NA
"4170","03100490","HC KITG: PDGFRA, EX 12/18","310","1,950","1365","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81314",NA,NA
"4171","03100491","HC KIT MELAN., EX 11/13/17","310","1,269","888.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81272",NA,NA
"4172","03100492","HC KRASADDVARCO61/117/146","310","1,177","823.9","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81276",NA,NA
"4173","03100493","HC BRCA1/2 FS/DD","310","N/A","N/A","2,805","1963.5","N/A","N/A","N/A","N/A","N/A","N/A","81162",NA,NA
"4174","03100494","HC BRSTCADXPAN/FS/14GENES","310","N/A","N/A","2,550","1785","N/A","N/A","N/A","N/A","N/A","N/A","81432",NA,NA
"4175","03100495","HC BRSTCADXPAN/DD/5GENES","310","N/A","N/A","603","422.1","N/A","N/A","N/A","N/A","N/A","N/A","81433",NA,NA
"4176","03100496","HC BROCC1: HR COL CA SEQ 10","310","N/A","N/A","3,188","2231.6","N/A","N/A","N/A","N/A","N/A","N/A","81435",NA,NA
"4177","03100497","HC BROCC1: HR COL CA D/D 5","310","N/A","N/A","1,084","758.8","N/A","N/A","N/A","N/A","N/A","N/A","81436",NA,NA
"4178","03100498","HC HOTSGH, CALR: EXON 9","310","822","575.4","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81219",NA,NA
"4179","03100499","HC HOTSGH, CEBPA: CDS","310","1,916","1341.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81218",NA,NA
"4180","03100500","HC HOTSGH: KIT: EX 8-18","310","N/A","N/A","625","437.5","N/A","N/A","N/A","N/A","N/A","N/A","81272",NA,NA
"4181","03100501","HC HOTSGH: STAT3 EXON 20/21","310","N/A","N/A","625","437.5","N/A","N/A","N/A","N/A","N/A","N/A","81405",NA,NA
"4182","03100502","HC HOTSGH: TP53 FS","310","N/A","N/A","625","437.5","N/A","N/A","N/A","N/A","N/A","N/A","81405",NA,NA
"4183","03100503","HC HOTSGH: WT1 FS","310","N/A","N/A","625","437.5","N/A","N/A","N/A","N/A","N/A","N/A","81405",NA,NA
"4184","03100504","HC KRAS: FULL SEQUENCE","310","2,061","1442.7","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81405",NA,NA
"4185","03100505","HC HR COL CA SEQ PNL 10","310","N/A","N/A","2,550","1785","N/A","N/A","N/A","N/A","N/A","N/A","81435",NA,NA
"4186","03100506","HC HR COL CA DELDUP PNL 5","310","N/A","N/A","803","562.1","N/A","N/A","N/A","N/A","N/A","N/A","81436",NA,NA
"4187","03100507","HC IMMUNOFLUORESCENCE PER SPEC ADD SINGL ANTB STAIN","310","419","293.3","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","88350",NA,NA
"4188","03100508","HC ROS1: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4189","03100509","HC ROS1: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4190","03100510","HC MRW: GATA2 FS","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4191","03100511","HC BRCA2: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4192","03100512","HC NTRK3: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4193","03100513","HC NTRK3: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4194","03100514","HC STAT5B: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4195","03100515","HC STAT5B: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4196","03100516","HC PRKAR1AS: DEL/DUP","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4197","03100517","HC PRKAR1AS: FULL SEQUENCE","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4198","03100519","HC NF1: KNOWN MUTATION","310","N/A","N/A","574","401.8","N/A","N/A","N/A","N/A","N/A","N/A","81403",NA,NA
"4199","03100520","HC IL2RG: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4200","03100521","HC EPCAM: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81403",NA,NA
"4201","03100522","HC EPCAM: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4202","03100523","HC SDHD: KNOWN MUTATION","310","N/A","N/A","574","401.8","N/A","N/A","N/A","N/A","N/A","N/A","81403",NA,NA
"4203","03100524","HC BTK: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4204","03100525","HC IL2RA (CD25): DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4205","03100526","HC IL2RA (CD25): FULL SEQ","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4206","03100527","HC CTLA4: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4207","03100528","HC CTLA4: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4208","03100529","HC FOXP3: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4209","03100530","HC FOXP3: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4210","03100532","HC ELA2: DEL/DUP","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4211","03100533","HC ELA2: FULL SEQUENCE","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4212","03100534","HC HAX1: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4213","03100535","HC MPL: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4214","03100536","HC MPL: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4215","03100538","HC HLA DQ2 AG (DQB1 02 PCR)","310","535","374.5","401","280.7","N/A","N/A","N/A","N/A","N/A","N/A","81377",NA,NA
"4216","03100539","HC HLA DQ8 AG (DQB10302 PCR)","310","535","374.5","401","280.7","N/A","N/A","N/A","N/A","N/A","N/A","81377",NA,NA
"4217","03100540","HC HLA DQA1 05 ALLELE, PCR","310","535","374.5","401","280.7","N/A","N/A","N/A","N/A","N/A","N/A","81377",NA,NA
"4218","03100541","HC GATA2: KNOWN MUTATION","310","N/A","N/A","510","357","N/A","N/A","N/A","N/A","N/A","N/A","81403",NA,NA
"4219","03100542","HC HRAS: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81404",NA,NA
"4220","03100543","HC CDK4: FULL SEQUENCE","310","N/A","N/A","1,403","982.1","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4221","03100544","HC CSF3R: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4222","03100545","HC CSF3R: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4223","03100546","HC HRAS: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4224","03100548","HC PIK3R2: DEL/DUP","310","N/A","N/A","447","312.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4225","03100549","HC PIK3R2: FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4226","03100550","HC TRGTD MUTATION ANLYS FAMILIAL/KNOWN, SINGLE EXON","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4227","03100551","HC NTRK1:  DEL/DUP","310","N/A","N/A","467","326.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4228","03100552","HC NTRK1:  FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4229","03100553","HC TERC:  DEL/DUP","310","N/A","N/A","467","326.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4230","03100554","HC TERT:  DEL/DUP","310","N/A","N/A","467","326.9","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4231","03100555","HC TERT:  FULL SEQUENCE","310","N/A","N/A","1,275","892.5","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4232","03100557","HC ARRHYTHMIA PANEL","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4233","03100558","HC CARDIOMYOPATHY PANEL","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4234","03100559","HC COMPREHENSIVE CARDIOMYOPATHY/ARRHYTHMIA PANEL","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4235","03100560","HC COMPREHENSIVE NEUROLOGICAL DISORDER PANEL","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
"4236","03100561","HC MOVEMENT DISORDER PANEL","310","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","81479",NA,NA
